id,target
0,0.05468158961966091
1,0.17865316718835794
2,0.17365273829716774
3,0.15653940676281317
4,0.21522648592100144
5,0.508055304881108
6,0.46636287876953975
7,0.5296372778749338
8,0.14934672003482194
9,0.28562919100207873
10,0.25613444829974624
11,0.21921886262382745
12,0.4542945569049117
13,0.14186380010995092
14,0.4575672277359927
15,0.28333433063874086
16,0.3027064163021266
17,0.21533521812159806
18,0.12416821654931275
19,0.07552519442224397
20,0.4600971784826641
21,0.07038098295493465
22,0.06352124335083176
23,0.43302033139995433
24,0.2062052183814978
25,0.26603606020410997
26,0.41757400906902
27,0.09211084931518848
28,0.3092127990139797
29,0.5583991873270864
30,0.2829165831003065
31,0.6331756904541658
32,0.2867234929942507
33,0.4150600997875876
34,0.0901097990598069
35,0.1149780638032026
36,0.026248273195770125
37,0.11512290451758037
38,0.4907534146133145
39,0.19084327678520788
40,0.29708148967644676
41,0.07382538712371636
42,0.06599443482609942
43,0.5389492769219887
44,0.311463264959793
45,0.1466140884498387
46,0.29611884197939053
47,0.12800422090081692
48,0.202144569599971
49,0.3390899043386363
50,0.05808124290540763
51,0.4631966810459778
52,0.060848818800753275
53,0.22917685223894213
54,0.14115193290871006
55,0.06446644340142592
56,0.14914603681413374
57,0.5297273027594084
58,0.29926140472687407
59,0.04685126751312825
60,0.25924410146531524
61,0.2310001811963936
62,0.16180765224175506
63,0.37889474299721543
64,0.25052608032614015
65,0.4229754046958433
66,0.18401077651952769
67,0.037765889766404354
68,0.24060662510850195
69,0.045094515525014846
70,0.2170534721432296
71,0.20399717009764562
72,0.5714802030117864
73,0.30598724813159167
74,0.554469747450471
75,0.039560870548281175
76,0.23667113676718188
77,0.4508842387130793
78,0.38390997768521173
79,0.11467780954251286
80,0.5753127198788435
81,0.22901489847648654
82,0.5545148956058307
83,0.4464519252988122
84,0.13012247102637375
85,0.4004301854793904
86,0.6074488290538566
87,0.1177948881157135
88,0.3032600205507547
89,0.5671257514672178
90,0.2293254756368912
91,0.12058319625851524
92,0.11929314449379767
93,0.46460045656704035
94,0.14121135334921545
95,0.057712757542130774
96,0.25660492490453174
97,0.24709022937585234
98,0.23925553039123293
99,0.2172085539648244
100,0.11682764575705949
101,0.02261679366668329
102,0.2904021469944287
103,0.29811858791834356
104,0.13079957447890522
105,0.23035649065618619
106,0.09688382122423654
107,0.22182348564345783
108,0.26828480898535717
109,0.4301047450889935
110,0.3976004197203715
111,0.07420467686529165
112,0.12698609181548212
113,0.343759858422297
114,0.05586234111606232
115,0.4240601605815211
116,0.10769649147440401
117,0.08448994304253886
118,0.18663107814880273
119,0.11983943339483338
120,0.2333226276902783
